book_title,book_author,book_translator,book_pub_date,book_isbn
"IT CookBook, 초보자의 첫 번째 워드 2007",최희식 ,,2009-11-05,9788979146998
"IT CookBook, 엑셀과 파워포인트 2010 실무와 활용","전미진 , 고경희 ",,2014-02-24,9788998756789
"IT CookBook, design school 포토샵 CC 2019",이영주 ,,2019-04-19,9791156644453
"IT CookBook, UI 디자인과 프로토타이핑을 위한 Adobe XD",이영주 ,,2020-01-06,9791156644750
"IT CookBook, UI/UX 디자인 이론과 실습 with Adobe XD",이영주 ,,2020-01-06,9791156644651
"IT CookBook, 네트워크 개론(개정판) : 쉽게 배우는 네트워크의 기본 원리",진혜진 ,,2014-01-07,9788998756734
"IT CookBook, 쉽게 배우는 데이터 통신과 컴퓨터 네트워크",박기현 ,,2013-09-15,9788998756611
좋은 사진을 만드는 ZAKO의 미러리스 사진 잘 찍는 법,ZAKO ,,2014-09-28,9788968481291
"좋은 사진을 만드는 장세현, 전국희의 아이디어가 반짝이는 DSLR 촬영 테크닉","장세현 , 전국희 ",,2014-03-28,9788968480881
Thinking About : PPL을 이용한 VC++ 병렬 프로그래밍(2판),김경진 ,,2014-03-17,9788968486548
"IT CookBook, New 데이터통신과 네트워킹 : 차세대 통신을 위한 밑그림",강문식 ,,2014-11-27,9791156641421
"IT CookBook, 4차 산업혁명 시대의 정보통신개론",고응남 ,,2020-01-06,9791156644767
회사에서 바로 통하는 엑셀 2013,한은숙 ,,2014-07-09,9788968481079
"IT CookBook, 디지털 콘텐츠 기획",김성은 ,,2016-06-27,9791156642718
"IT CookBook, 엑셀 2010 실무와 활용",전미진 ,,2014-02-24,9788998756802
"IT CookBook, 인터넷 이해와 활용 : 인터넷 기초부터 홈페이지 제작까지(개정2판)","안치현 , 김형철 ",,2014-03-12,9791156641056
UX/UI 디자이너를 위한 스케치 완전정복,조정옥 ,,2017-08-15,9788968488689
"IT CookBook, 워드 2013 for Beginner",최희식 ,,2014-10-28,9791156641384
"IT CookBook, 초보자의 첫 번째 한글 2010",양숙희 ,,2014-08-01,9791156641124
회사에서 바로 통하는 엑셀+파워포인트+워드 2013(개정판),"전미진 , 이화진 , 신면철 ",,2014-10-28,9788968481369
"IT CookBook, 쉽게 배우는 데이터 통신과 컴퓨터 네트워크 (개정판)",박기현 ,,2016-12-26,9791156643043
맛있는 디자인 포토샵 CC 2019,"윤이사라 , 김신애 ",,2019-03-29,9791162241677
회사에서 바로 통하는 파워포인트 2013,전상오 ,,2014-11-25,9788968481413
성공하는 포트폴리오는 따로 있다,"진욱 , 정소현 , 정승환 ",,2014-07-28,9788968481185
좋은 사진을 만드는 ZAKO의 여행 사진 잘 찍는 법,ZAKO ,,2018-10-31,9791162241257
"IT CookBook, 엑셀 2013 for Beginner",양숙희 ,,2014-11-28,9791156641407
"IT CookBook, 컴퓨터 활용과 실습 : 컴퓨터 기초, 한글 2014, 엑셀 2013, 파워포인트 2013",김주영 ,,2015-02-02,9791156641490
회사에서 바로 통하는 엑셀&파워포인트 2013,"이희정 , 전미진 ",,2014-11-25,9788968481406
"IT CookBook, 엑셀 2013 : 기본 기능부터 실무 활용까지",하숙정 ,,2015-02-16,9791156641506
"IT CookBook, 한글 2014 for Beginner",양숙희 ,,2014-12-04,9791156641414
"IT CookBook, 네트워크 개론(3판)",진혜진 ,,2019-07-05,9791156644521
"IT CookBook, 디지털 콘텐츠 기획(2판)",김성은 ,,2021-06-30,9791156645351
"IT CookBook, 파워포인트 2013 for Beginner",최희식 ,,2014-10-28,9791156641285
메이커 운동 선언 : 테크숍 CEO가 말하는 미래를 지배할 혁신의 원칙,마크 해치 ,정향 ,2014-05-20,9788968480980
자바스크립트는 모든 곳에 존재한다,애덤 스콧 ,임지순 ,2021-02-01,9791162243800
전문가를 위한 C++(개정4판),마크 그레고리 ,남기혁 ,2019-08-20,9791162242087
구글 BERT의 정석,수다르산 라비찬디란 ,"전희원 , 정승환 , 김형준 ",2021-11-03,9791162244852
맛있는 디자인 포토샵 CC 2018,"윤이사라(포완카) , 박효근 ",,2018-02-05,9791162240465
"IT CookBook, 파워포인트 2013 : 기본 기능부터 프레젠테이션 스킬까지 한번에!","채종서 , 차유빈 ",,2014-12-17,9791156641377
[두뇌 게임 시리즈 1] 어른을 위한 두뇌 놀이 책,개러스 무어 박사 ,,2021-08-20,9791190846103
Make: Technology on Your Time Volume 02,오라일리 / 메이크 미디어 (Make Media) ,한빛미디어 / Make ,2011-09-06,9788979148411
"펠트보이와 함께하는 컬러링 놀이: 안티 스트레스, 집중력 향상을 위한 컬러링북",펠트보이 ,,2015-03-20,9788968481802
"IT CookBook, Play 포토샵",원다예 ,,2015-04-27,9791156641803
구글 BERT의 정석,수다르산 라비찬디란 ,"전희원 , 정승환 , 김형준 ",2021-11-03,9791162244852
리팩터링 2판 (리팩토링 개정판),마틴 파울러 ,"개앞맵시(이복연) , 남기혁 ",2020-04-01,9791162242742
R로 하는 데이터 시각화 : 고객을 설득하는 데이터 시각화 실전 노하우,전희원 ,,2013-10-30,9788968486494
"IT CookBook, 엑셀과 파워포인트 2013 개정판",강동진 외 4 ,,2015-04-10,9791156641773
성공하는 포트폴리오는 따로 있다,"진욱 , 정소현 , 정승환 ",,2014-07-28,9788968481185
전문가를 위한 C++(개정3판),마크 그레고리 ,권오인 ,2016-11-04,9788968484858
위닝 프레젠테이션 : 프레젠테이션 전문 코치가 1:1로 가르쳐주는 30가지 비밀,채종서 ,,2014-03-27,9788968480898
R로 하는 데이터 시각화 : 고객을 설득하는 데이터 시각화 실전 노하우,전희원 ,,2013-10-30,9788968486494
보고서 발표 실무 강의 - 잘 쓰고 제대로 전달하는 보고의 기술,채종서 ,,2021-05-31,9791162244388
펠트보이와 함께하는 손그림 일러스트 놀이,펠트보이 ,,2014-10-21,9788968481383
10년차 디자이너에게 1:1로 배우는 포토샵 디자인 강의,정다영 ,,2015-01-28,9788968481666
펠트보이와 함께하는 점잇기 선잇기 컬러링 놀이,펠트보이 ,,2015-12-13,9788968482496
짧은 애니메이션 만들기 with 클립 스튜디오,요시베 나오키(吉邊尚希) ,김재훈 ,2018-04-09,9791162240557
백만 방문자와 소통하는 페이스북 마케팅,"종유진 , 최규문 ",,2016-10-10,9788968482601
10년차 디자이너에게 1:1로 배우는 일러스트레이터 디자인 강의,장보경(앤하우스) ,,2014-01-08,9788968480768
회사에서 바로 통하는 3ds Max + V-Ray,강석창 ,,2020-09-30,9791162243466
10년차 디자이너에게 1:1로 배우는 편집 디자인 강의+인디자인,황지완 ,,2014-04-28,9788968480935
톡톡 창의력 숫자 쓰기,창의수학연구소 ,,2015-12-09,9788968484032
누구나 할 수 있는 정진호의 비주얼씽킹,정진호 ,,2015-06-27,9788968481987
얼굴 만들기 스티커북 – 동물 왕국,i-Read 출판사 ,편집부 ,2017-10-05,9791162240014
일러스트레이터 트레이닝 북: Illustrator Training Book,박혜진 삐딱대가리 ,,2009-01-28,9788979146240
허팝만 따라 해봐! 유튜브 정석,"허팝 , 안정기 ",,2020-08-10,9791162243213
모바일 UX/UI 디자인 강의 with Adobe XD,김영삼 ,,2021-08-30,9791162244685
"IT CookBook, enjoy design 일러스트레이터 CS6","김경진 , 김부치 ",,2014-01-03,9788998756727
톡톡 창의력 수학 7세 - 3권,창의수학연구소 ,,2015-12-09,9788968484155
맛있는 디자인 인디자인 CC,황지완 ,,2016-02-19,9788968482427
맛있는 디자인 일러스트레이터 CS6,우보명 ,,2012-12-12,9788979149890
MOS 2016 액세스,"김경희 , 오해강 ",,2018-04-17,9791156643371
맛있는 디자인 인디자인 CS6,황지완 ,,2012-11-28,9788979149814
재미있고 빠른 한글 2권 : 기본 자음과 쌍자음,이도한글학습연구회 김두섭(대표 저자) ,,2018-12-01,9791162241127
재미있고 빠른 한글 1권 : 기본 모음과 자음,이도한글학습연구회 김두섭(대표 저자) ,,2018-12-01,9791162241110
재미있고 빠른 한글 4권 : 복잡한 모음,이도한글학습연구회 김두섭(대표 저자) ,,2018-12-01,9791162241141
뽀얀의 감성 일러스트레이션 : 포토샵과 일러스트레이터를 이용한 손 느낌 나는 일러스트 기법,뽀얀(김은혜) ,,2012-10-28,9788979149661
재미있고 빠른 한글 3권 : 받침,이도한글학습연구회 김두섭(대표 저자) ,,2018-12-01,9791162241134
재미있고 빠른 첫 한글 3권 : 가나다,한빛학습연구회 ,,2019-02-01,9791162241431
톡톡 창의력 수학 7세 - 6권,창의수학연구소 ,,2015-12-09,9788968484186
재미있고 빠른 첫 한글 2권 : 자음,한빛학습연구회 ,,2019-02-01,9791162241424
이것이 편집디자인이다: 편집디자이너가 알아야 할 모든 것,김덕희(CDM The Big) ,,2012-06-18,9788979149340
회사에서 바로 통하는 일러스트레이터 CS5,박혜진(삐딱대가리) ,,2011-04-28,9788979148244
Thinking About : PPL을 이용한 VC++ 병렬 프로그래밍(2판),김경진 ,,2014-03-17,9788968486548
가장 쉽게 배우는 블로그 & 페이스북,"강진영 , 박순녀 ",,2015-11-26,9788968482441
철들고 그림 그리다 : 잊었던 나를 만나는 행복한 드로잉 시간,정진호 ,,2012-12-28,9788979149838
맛있는 디자인 드림위버 CC,"임화연 , 이해령 ",,2015-07-28,9788968482120
톡톡 창의력 수학 7세 - 1권,창의수학연구소 ,,2015-12-09,9788968484131
편집 디자인 강의 with 인디자인(10년차 디자이너에게 1:1로 배우는) (개정판),황지완 ,,2019-10-07,9791162242216
ITQ 한글 2010,"장수진, 유우종, 임관철 , 김경희 ",,2016-09-01,9791156642688
게임스토밍 : 팀의 운명을 바꾸는 성과 창출의 기술,데이브 그레이 · 서니 브라운 · 제임스 매카누포 ,"정진호 , 강유선 ",2010-12-15,9788994120119
뽀얀의 일러스트 하우스 by 포토샵,김은혜 ,,2007-12-11,9788979145205
뽀얀의 포토샵 일러스트 하우스 II 미술사 거장을 만나다,뽀얀(김은혜) ,,2010-04-23,9788979147360
톡톡 창의력 알파벳 쓰기,창의수학연구소 ,,2015-12-09,9788968484049
맛있는 디자인 애프터 이펙트 CS6 & CC,이수정 ,,2014-11-21,9788968481420
맛있는 디자인 드림위버 CS6,임화연 ,,2012-10-18,9788979149654
ITQ 파워포인트 2010,"장수진, 유우종, 임관철 , 김경희 ",,2016-09-01,9791156642664
맛있는 디자인 포토샵 CS6,"임화연 , 이세련 , 이해령 ",,2013-02-28,9788968480010
내 일상을 꾸며주는 포토샵 CS6&CC,우보명(야우) ,,2013-12-26,9788968480744
호기심디테일의 포토샵 CS5,귀동걸(박귀염) ,,2012-01-05,9788979148893
ITQ 엑셀 2010,"장수진, 유우종, 임관철 , 김경희 ",,2016-09-01,9791156642671
MOS 2016 엑셀 Expert,"김경희 , 오해강 ",,2017-09-11,9791156643357
MOS 2016 파워포인트,"김경희 , 오해강 ",,2017-09-11,9791156643340
"나에게, 포토샵: 생활 디자이너 7명이 들려주는 일상, 작업, 포토샵 이야기","김효정 , 김진숙 , 이지남 , 조영주 , 신동욱 , 최재연 , 조선진 ",,2013-03-25,9788968480096
재미있고 빠른 숫자 쓰기 1권 : 0부터 50까지,한빛학습연구회 ,,2021-07-26,9791162244418
MOS 2016 워드 Expert,"김경희 , 오해강 ",,2017-10-20,9791156643364
맛있는 디자인 애프터 이펙트 CC 2019,이수정 ,,2019-05-23,9791162241783
마담의크스와 함께 하는 손글씨&동꼬 by 포토샵,"마담의크스 카페 , 네모기획 ",,2006-07-12,8979144261
재미있고 빠른 알파벳 쓰기,한빛학습연구회 ,,2021-07-26,9791162244432
아이벤의 블링블링 포토샵,"김현태 , 아이벤 포토샵 카페 ",,2009-09-28,9788979146929
맛있는 디자인 애프터 이펙트 CC 2022,이수정 ,,2022-03-25,9791162245446
연필 하나로 시작하는 스케치 연습장,우모토 사치코 ,류현정 ,2008-09-02,9788979145922
맛있는 디자인 포토샵 CC,"윤이사라(포완카) , 박효근 ",,2015-07-28,9788968482083
"IT CookBook, Play 포토샵",원다예 ,,2015-04-27,9791156641803
재미있고 빠른 첫 한글 준비 선 긋기 2권 : 글자 모양 따라 긋기,한빛학습연구회 ,,2021-05-20,9791162244265
재미있고 빠른 숫자 쓰기 2권 : 0부터 100까지,한빛학습연구회 ,,2021-07-26,9791162244425
쇼핑몰 디자인&제작북 with 포토샵+플래시+드림위버,임화연 ,,2011-03-21,9788979148213
재미있고 빠른 첫 한글 쓰기 2권 : 가나다 글자,한빛학습연구회 ,,2021-05-20,9791162244272
"IT CookBook, enjoy design 포토샵 CS6",이영주 ,,2013-07-28,9788998756352
포토샵 디자인 스타일북 : 6 TYPES 20 STYLES,김혜경 ,,2013-05-28,9788968480218
MOS 2016 아웃룩,"김경희 , 오해강 ",,2018-01-19,9791156643807
맛있는 디자인 프리미어 프로&애프터 이펙트 CC 2022,"김덕영 , 심수진 , 윤성우 , 이수정 ",,2022-01-27,9791162245156
맛있는 디자인 일러스트레이터 CC,빨간고래(박정아) ,,2014-10-16,9788968481284
톡톡 창의력 수학 7세 - 4권,창의수학연구소 ,,2015-12-09,9788968484162
맛있는 디자인 프리미어 프로 CS6 & CC,"윤성우 , 김덕영 ",,2015-09-11,9788968482090
포토샵 CS 디자인 스쿨(증보판),이문형 ,,2008-02-25,9788979145045
톡톡 창의력 종이접기,창의수학연구소 ,,2016-04-15,9788968484506
연필 하나로 시작하는 일러스트 연습장,우모토 사치코 ,류현정 ,2008-09-02,9788979145915
맛있는 디자인 애프터 이펙트 CC 2018,이수정 ,,2018-06-30,9791162240762
재미있고 빠른 첫 한글 1권 : 모음,한빛학습연구회 ,,2019-02-01,9791162241417
"IT CookBook, UI/UX 디자인 이론과 실습",이영주 ,,2015-09-23,9791156642022
일러스트레이터 실무 강의,장보경 ,,2020-12-31,9791162243787
불황을 이기는 색다른 쇼핑몰 COLOR & LAYOUT,"김정인 , 박혜진 , 라임기획 ",,2009-01-28,9788979146059
연필 하나로 시작하는 스티커 연습장,"이다솔 , 김은하 , 정선영 ",,2010-07-28,9788979147605
"IT CookBook, design school 일러스트레이터 CC",이영주 ,,2018-11-30,9791156643920
"IT CookBook, 모바일 UI/UX 디자인 실무",이영주 ,,2018-07-09,9791156644088
톡톡 창의력 수학 7세 - 5권,창의수학연구소 ,,2015-12-09,9788968484179
재미있고 빠른 첫 한글 준비 선 긋기 1권 : 직선∙곡선∙자음∙모음,한빛학습연구회 ,,2020-07-20,9791162243251
"IT CookBook, design school 포토샵 CC 2019",이영주 ,,2019-04-19,9791156644453
"IT CookBook, design school 포토샵 & 일러스트레이터 CC 2019",이영주 ,,2019-06-06,9791156644477
한 권으로 좌뇌 개발 • 우뇌 개발 똑똑한 두뇌 연습 만 5세,창의수학연구소 ,,2019-03-22,9791162241578
"IT CookBook, UI 디자인과 프로토타이핑을 위한 Adobe XD",이영주 ,,2020-01-06,9791156644750
한 권으로 좌뇌 개발 • 우뇌 개발 똑똑한 두뇌 연습 만 4세,창의수학연구소 ,,2019-03-22,9791162241561
재미있고 빠른 첫 한글 쓰기 1권 : 모음∙자음∙쉬운 낱말,한빛학습연구회 ,,2020-07-20,9791162243275
나는 일러스트레이터다(개정판) : 비정규 아티스트 밥장이 알려주는 프리랜서의 명쾌한 자기 관리법,밥장 ,,2014-02-07,9788968480805
맛있는 디자인 프리미어 프로 CC 2022,"심수진 , 윤성우 , 김덕영 ",,2022-03-16,9791162245378
맛있는 디자인 프리미어 프로 CC 2020,"김덕영 , 심수진 , 윤성우 ",,2020-02-28,9791162242872
재미있고 빠른 첫 편지 쓰기,한빛학습연구회 ,,2019-04-01,9791162241608
쇼핑몰 창업+운영+제작 북(인터넷 쇼핑몰 대표 강사와 함께하는),"정희전 , 착한사진연구소(남상욱 ",,2012-05-24,9788979149173
한 권으로 좌뇌 개발 • 우뇌 개발 똑똑한 두뇌 연습 만 3세,창의수학연구소 ,,2019-03-22,9791162241554
맛있는 디자인 프리미어 프로&애프터 이펙트 CC 2021,"김덕영 , 심수진 , 윤성우 , 이수정 , 정지원 ",,2021-01-31,9791162243909
재미있고 빠른 읽기 떼는 동화 세트,"김세실 , 송승주 , 김예실 , 박선호 ",,2019-05-01,9791162241714
"IT CookBook, UI/UX 디자인 이론과 실습 with Adobe XD",이영주 ,,2020-01-06,9791156644651
스콧 켈비의 사진가를 위한 포토샵 CS6,스콧 켈비(Scott Kelby) ,홍성희 ,2013-07-09,9788968480324
"IT CookBook, 디지털 콘텐츠 기획",김성은 ,,2016-06-27,9791156642718
엄마가 시작하고 아이가 끝내는 엄마표 영어,김정은 ,,2019-04-22,9791188007271
맛있는 디자인 포토샵 CC 2019,"윤이사라 , 김신애 ",,2019-03-29,9791162241677
재미있고 빠른 읽기 떼는 동화 - 어려운 글자,"김세실 , 주세영 ",,2019-06-03,9791162241844
실전 쇼핑몰 포토샵 북 : 상품 사진 보정부터 상세 페이지 제작까지 쇼핑몰 디자인의 모든 것,임화연 ,,2014-05-22,9788968480997
"IT CookBook, UI/UX 디자인 이론과 실무 with 어도비 XD",이영주 ,,2022-05-20,9791156645986
사진으로 다른 그림 찾기(똑똑한 두뇌연습 만 4~6세),한빛학습연구회 ,,2019-07-01,9791162241967
UX/UI 디자이너를 위한 스케치 완전정복,조정옥 ,,2017-08-15,9788968488689
좋은 사진을 만드는 김주원의 포토샵 사진 강의,김주원 ,,2012-05-14,9788979149265
